Gene ID;source_id;Product Description;Chromosome;Genomic Location (Gene);Gene Name or Symbol;gene_source_id
PF3D7_1359500;PF3D7_1359500.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:2,364,426..2,365,235(+);null;PF3D7_1359500
PF3D7_1362700;PF3D7_1362700.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:2,510,355..2,516,474(+);null;PF3D7_1362700
PF3D7_1363600;PF3D7_1363600.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:2,551,243..2,551,926(-);null;PF3D7_1363600
PF3D7_1363900;PF3D7_1363900.1;unspecified product;13;Pf3D7_13_v3:2,562,118..2,562,968(+);null;PF3D7_1363900
PF3D7_1368000;PF3D7_1368000.1;conserved protein, unknown function;13;Pf3D7_13_v3:2,708,813..2,709,566(-);null;PF3D7_1368000
PF3D7_1369100;PF3D7_1369100.1;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:2,746,659..2,748,224(-);null;PF3D7_1369100
PF3D7_1369800;PF3D7_1369800.1;tRNA Arginine;13;Pf3D7_13_v3:2,780,354..2,780,427(+);null;PF3D7_1369800
PF3D7_1369900;PF3D7_1369900.1;tRNA Tryptophan;13;Pf3D7_13_v3:2,781,080..2,781,151(-);null;PF3D7_1369900
PF3D7_1370000;PF3D7_1370000.1;tRNA Arginine;13;Pf3D7_13_v3:2,781,622..2,781,695(+);null;PF3D7_1370000
PF3D7_1370100;PF3D7_1370100.1;tRNA Cysteine;13;Pf3D7_13_v3:2,783,150..2,783,221(-);null;PF3D7_1370100
PF3D7_1370200;PF3D7_1370200.1;tRNA Glycine;13;Pf3D7_13_v3:2,783,766..2,783,836(+);null;PF3D7_1370200
PF3D7_1370500;PF3D7_1370500.1;unspecified product;13;Pf3D7_13_v3:2,794,237..2,794,851(+);null;PF3D7_1370500
PF3D7_1370800;PF3D7_1370800.1;unspecified product;13;Pf3D7_13_v3:2,796,119..2,797,144(+);null;PF3D7_1370800
PF3D7_1370900;PF3D7_1370900.1;unspecified product;13;Pf3D7_13_v3:2,797,507..2,798,103(+);null;PF3D7_1370900
PF3D7_1401050;PF3D7_1401050.1;erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene;14;Pf3D7_14_v3:39,081..40,440(+);null;PF3D7_1401050
PF3D7_1418400;PF3D7_1418400.1;tRNA Proline;14;Pf3D7_14_v3:778,092..778,163(+);null;PF3D7_1418400
PF3D7_1421150;PF3D7_1421150.1;C/D small nucleolar RNA;14;Pf3D7_14_v3:875,173..875,321(-);null;PF3D7_1421150
PF3D7_1421700;PF3D7_1421700.1;unspecified product;14;Pf3D7_14_v3:887,932..888,120(-);null;PF3D7_1421700
PF3D7_1424800;PF3D7_1424800.1;unspecified product;14;Pf3D7_14_v3:981,881..981,998(+);null;PF3D7_1424800
PF3D7_1438300;PF3D7_1438300.1;tRNA Methionine;14;Pf3D7_14_v3:1,546,224..1,546,297(+);null;PF3D7_1438300
PF3D7_1463100;PF3D7_1463100.1;conserved Plasmodium protein, unknown function, pseudogene;14;Pf3D7_14_v3:2,568,082..2,569,307(-);null;PF3D7_1463100
PF3D7_1478900;PF3D7_1478900.1;unspecified product;14;Pf3D7_14_v3:3,247,032..3,251,019(+);null;PF3D7_1478900
PF3D7_API00200;PF3D7_API00200.1;tRNA Histidine;Not Assigned;Pf3D7_API_v3:643..714(+);null;PF3D7_API00200
PF3D7_API00300;PF3D7_API00300.1;tRNA Cysteine;Not Assigned;Pf3D7_API_v3:733..803(+);null;PF3D7_API00300
PF3D7_API00400;PF3D7_API00400.1;unspecified product;Not Assigned;Pf3D7_API_v3:809..844(+);null;PF3D7_API00400
PF3D7_API00500;PF3D7_API00500.1;unspecified product;Not Assigned;Pf3D7_API_v3:979..1,027(+);null;PF3D7_API00500
PF3D7_API00600;PF3D7_API00600.1;tRNA Methionine;Not Assigned;Pf3D7_API_v3:1,034..1,120(+);null;PF3D7_API00600
PF3D7_API00700;PF3D7_API00700.1;tRNA Tyrosine;Not Assigned;Pf3D7_API_v3:1,126..1,209(+);null;PF3D7_API00700
PF3D7_API00800;PF3D7_API00800.1;tRNA Serine;Not Assigned;Pf3D7_API_v3:1,223..1,314(+);null;PF3D7_API00800
PF3D7_API00900;PF3D7_API00900.1;tRNA Aspartic acid;Not Assigned;Pf3D7_API_v3:1,321..1,396(+);null;PF3D7_API00900
PF3D7_API01000;PF3D7_API01000.1;tRNA Lysine;Not Assigned;Pf3D7_API_v3:1,407..1,479(+);null;PF3D7_API01000
PF3D7_API01100;PF3D7_API01100.1;tRNA Glutamic acid;Not Assigned;Pf3D7_API_v3:1,487..1,556(+);null;PF3D7_API01100
PF3D7_API01200;PF3D7_API01200.1;tRNA Proline;Not Assigned;Pf3D7_API_v3:1,569..1,640(+);null;PF3D7_API01200
PF3D7_API03200;PF3D7_API03200.1;tRNA Glutamine;Not Assigned;Pf3D7_API_v3:9,967..10,038(+);null;PF3D7_API03200
PF3D7_API03300;PF3D7_API03300.1;tRNA Glycine;Not Assigned;Pf3D7_API_v3:10,044..10,113(+);null;PF3D7_API03300
PF3D7_API03400;PF3D7_API03400.1;tRNA Tryptophan;Not Assigned;Pf3D7_API_v3:10,127..10,197(+);null;PF3D7_API03400
PF3D7_API03700;PF3D7_API03700.1;tRNA Glycine;Not Assigned;Pf3D7_API_v3:12,906..12,977(+);null;PF3D7_API03700
PF3D7_API03900;PF3D7_API03900.1;tRNA Serine;Not Assigned;Pf3D7_API_v3:13,246..13,332(+);null;PF3D7_API03900
PF3D7_API04800;PF3D7_API04800.1;tRNA Threonine;Not Assigned;Pf3D7_API_v3:23,966..24,038(-);null;PF3D7_API04800
PF3D7_API05000;PF3D7_API05000.1;tRNA Methionine;Not Assigned;Pf3D7_API_v3:26,791..26,864(-);null;PF3D7_API05000
PF3D7_API05100;PF3D7_API05100.1;tRNA Arginine;Not Assigned;Pf3D7_API_v3:26,870..26,941(-);null;PF3D7_API05100
PF3D7_API05200;PF3D7_API05200.1;tRNA Valine;Not Assigned;Pf3D7_API_v3:26,962..27,033(+);null;PF3D7_API05200
PF3D7_API05300;PF3D7_API05300.1;tRNA Arginine;Not Assigned;Pf3D7_API_v3:27,035..27,106(+);null;PF3D7_API05300
PF3D7_API05400;PF3D7_API05400.1;tRNA Leucine;Not Assigned;Pf3D7_API_v3:27,114..27,192(+);null;PF3D7_API05400
PF3D7_API05500;PF3D7_API05500.1;tRNA Asparagine;Not Assigned;Pf3D7_API_v3:27,203..27,274(-);null;PF3D7_API05500
PF3D7_API05600;PF3D7_API05600.1;tRNA Alanine;Not Assigned;Pf3D7_API_v3:27,304..27,374(+);null;PF3D7_API05600
PF3D7_API05800;PF3D7_API05800.1;tRNA Isoleucine;Not Assigned;Pf3D7_API_v3:28,994..29,065(+);null;PF3D7_API05800
PF3D7_API05900;PF3D7_API05900.1;small subunit ribosomal RNA;Not Assigned;Pf3D7_API_v3:29,347..30,769(-);null;PF3D7_API05900
PF3D7_API06700;PF3D7_API06700.1;large subunit ribosomal RNA;Not Assigned;Pf3D7_API_v3:31,447..34,138(+);null;PF3D7_API06700
PF3D7_0115150;PF3D7_0115150.1;Plasmodium exported protein, unknown function, pseudogene;1;Pf3D7_01_v3:589,386..589,994(-);null;PF3D7_0115150
PF3D7_0221650;PF3D7_0221650.1;Plasmodium exported protein, unknown function, pseudogene;2;Pf3D7_02_v3:866,843..867,511(+);null;PF3D7_0221650
PF3D7_0709050;PF3D7_0709050.1;small nucleolar RNA;7;Pf3D7_07_v3:406,820..407,448(-);null;PF3D7_0709050
PF3D7_0800750;PF3D7_0800750.1;Plasmodium exported protein, unknown function, pseudogene;8;Pf3D7_08_v3:76,520..77,102(+);null;PF3D7_0800750
PF3D7_0832250;PF3D7_0832250.1;Plasmodium exported protein, unknown function, pseudogene;8;Pf3D7_08_v3:1,394,403..1,394,886(+);null;PF3D7_0832250
PF3D7_1129850;PF3D7_1129850.1;UNC-50 protein, putative, pseudogene;11;Pf3D7_11_v3:1,153,570..1,154,261(-);null;PF3D7_1129850
PF3D7_1309120;PF3D7_1309120.1;unspecified product;13;Pf3D7_13_v3:419,513..419,819(+);null;PF3D7_1309120
PF3D7_API03100;PF3D7_API03100.1;tRNA Phenylalanine;Not Assigned;Pf3D7_API_v3:9,873..9,944(-);null;PF3D7_API03100
PF3D7_API06000;PF3D7_API06000.1;tRNA Alanine;Not Assigned;Pf3D7_API_v3:30,816..30,886(-);null;PF3D7_API06000
PF3D7_API06100;PF3D7_API06100.1;tRNA Asparagine;Not Assigned;Pf3D7_API_v3:30,917..30,988(+);null;PF3D7_API06100
PF3D7_API06200;PF3D7_API06200.1;tRNA Leucine;Not Assigned;Pf3D7_API_v3:30,999..31,077(-);null;PF3D7_API06200
PF3D7_API06300;PF3D7_API06300.1;tRNA Arginine;Not Assigned;Pf3D7_API_v3:31,085..31,156(-);null;PF3D7_API06300
PF3D7_API06400;PF3D7_API06400.1;tRNA Valine;Not Assigned;Pf3D7_API_v3:31,162..31,229(-);null;PF3D7_API06400
PF3D7_API06500;PF3D7_API06500.1;tRNA Arginine;Not Assigned;Pf3D7_API_v3:31,251..31,321(+);null;PF3D7_API06500
PF3D7_API06600;PF3D7_API06600.1;tRNA Methionine;Not Assigned;Pf3D7_API_v3:31,327..31,401(+);null;PF3D7_API06600
PF3D7_API06800;PF3D7_API06800.1;tRNA Threonine;Not Assigned;Pf3D7_API_v3:34,153..34,225(+);null;PF3D7_API06800
mal_mito_RNA19;mal_mito_RNA19:rRNA;unspecified product;Not Assigned;Pf_M76611:5,547..5,576(-);null;mal_mito_RNA19
mal_rna_10;mal_rna_10:rRNA;unspecified product;Not Assigned;Pf_M76611:1,830..1,910(+);null;mal_rna_10
mal_rna_11;mal_rna_11:rRNA;unspecified product;Not Assigned;Pf_M76611:1,916..2,023(-);null;mal_rna_11
mal_rna_12;mal_rna_12:rRNA;unspecified product;Not Assigned;Pf_M76611:4,586..4,618(-);null;mal_rna_12
mal_rna_13;mal_rna_13:rRNA;unspecified product;Not Assigned;Pf_M76611:4,996..5,025(-);null;mal_rna_13
mal_rna_14;mal_rna_14:rRNA;unspecified product;Not Assigned;Pf_M76611:5,026..5,201(-);null;mal_rna_14
mal_rna_15;mal_rna_15:rRNA;unspecified product;Not Assigned;Pf_M76611:5,379..5,446(-);null;mal_rna_15
mal_rna_17;mal_rna_17:rRNA;unspecified product;Not Assigned;Pf_M76611:5,577..5,771(-);null;mal_rna_17
mal_rna_18;mal_rna_18:rRNA;unspecified product;Not Assigned;Pf_M76611:5,772..5,854(-);null;mal_rna_18
mal_rna_19;mal_rna_19:rRNA;unspecified product;Not Assigned;Pf_M76611:5,855..5,954(-);null;mal_rna_19
mal_rna_8;mal_rna_8:rRNA;unspecified product;Not Assigned;Pf_M76611:1,638..1,680(+);null;mal_rna_8
mal_rna_9;mal_rna_9:rRNA;unspecified product;Not Assigned;Pf_M76611:1,698..1,763(+);null;mal_rna_9
malmito_SSUB;malmito_SSUB:rRNA;unspecified product;Not Assigned;Pf_M76611:390..505(-);null;malmito_SSUB
malmito_rna_1;malmito_rna_1:rRNA;unspecified product;Not Assigned;Pf_M76611:506..593(-);null;malmito_rna_1
malmito_rna_10;malmito_rna_10:rRNA;unspecified product;Not Assigned;Pf_M76611:625..724(-);null;malmito_rna_10
malmito_rna_15;malmito_rna_15:rRNA;unspecified product;Not Assigned;Pf_M76611:594..624(-);null;malmito_rna_15
malmito_rna_16;malmito_rna_16:rRNA;unspecified product;Not Assigned;Pf_M76611:3..33(+);null;malmito_rna_16
malmito_rna_17;malmito_rna_17:rRNA;unspecified product;Not Assigned;Pf_M76611:126..165(+);null;malmito_rna_17
malmito_rna_20;malmito_rna_20:rRNA;unspecified product;Not Assigned;Pf_M76611:34..71(+);null;malmito_rna_20
malmito_rna_21;malmito_rna_21:rRNA;unspecified product;Not Assigned;Pf_M76611:1,807..1,829(+);null;malmito_rna_21
malmito_rna_23;malmito_rna_23.1;unspecified product;Not Assigned;Pf_M76611:171..203(+);null;malmito_rna_23
malmito_rna_24;malmito_rna_24.1;unspecified product;Not Assigned;Pf_M76611:226..262(-);null;malmito_rna_24
malmito_rna_25;malmito_rna_25.1;unspecified product;Not Assigned;Pf_M76611:263..282(-);null;malmito_rna_25
malmito_rna_26;malmito_rna_26.1;unspecified product;Not Assigned;Pf_M76611:1,764..1,806(+);null;malmito_rna_26
malmito_rna_27;malmito_rna_27.1;unspecified product;Not Assigned;Pf_M76611:4,085..4,138(-);null;malmito_rna_27
malmito_rna_9;malmito_rna_9:rRNA;unspecified product;Not Assigned;Pf_M76611:72..125(+);null;malmito_rna_9
malmito_rna_LSUC;malmito_rna_LSUC:rRNA;unspecified product;Not Assigned;Pf_M76611:204..225(-);null;malmito_rna_LSUC
malmito_rna_LSUF;malmito_rna_LSUF:rRNA;unspecified product;Not Assigned;Pf_M76611:1,516..1,630(+);null;malmito_rna_LSUF
malmito_rna_LSUG;malmito_rna_LSUG:rRNA;unspecified product;Not Assigned;Pf_M76611:283..389(-);null;malmito_rna_LSUG
malmito_rna_RNA11;malmito_rna_RNA11:rRNA;unspecified product;Not Assigned;Pf_M76611:5,284..5,340(-);null;malmito_rna_RNA11
malmito_rna_RNA12;malmito_rna_RNA12:rRNA;unspecified product;Not Assigned;Pf_M76611:4,887..4,945(+);null;malmito_rna_RNA12
malmito_rna_RNA14;malmito_rna_RNA14:rRNA;unspecified product;Not Assigned;Pf_M76611:5,508..5,546(-);null;malmito_rna_RNA14
malmito_rna_RNA18;malmito_rna_RNA18:rRNA;unspecified product;Not Assigned;Pf_M76611:4,964..4,988(+);null;malmito_rna_RNA18
malmito_rna_RNA22;malmito_rna_RNA22:rRNA;unspecified product;Not Assigned;Pf_M76611:5,341..5,378(-);null;malmito_rna_RNA22
malmito_rna_RNA4;malmito_rna_RNA4:rRNA;unspecified product;Not Assigned;Pf_M76611:4,625..4,696(+);null;malmito_rna_RNA4
malmito_rna_RNA5;malmito_rna_RNA5:rRNA;unspecified product;Not Assigned;Pf_M76611:4,716..4,802(+);null;malmito_rna_RNA5
malmito_rna_RNA6;malmito_rna_RNA6:rRNA;unspecified product;Not Assigned;Pf_M76611:4,808..4,865(+);null;malmito_rna_RNA6
malmito_rna_RNA7;malmito_rna_RNA7:rRNA;unspecified product;Not Assigned;Pf_M76611:5,202..5,283(-);null;malmito_rna_RNA7
malmito_rna_SSUF;malmito_rna_SSUF:rRNA;unspecified product;Not Assigned;Pf_M76611:5,447..5,507(-);null;malmito_rna_SSUF
PF3D7_0105400;PF3D7_0105400.2;conserved Plasmodium protein, unknown function;1;Pf3D7_01_v3:226,681..227,285(-);null;PF3D7_0105400
PF3D7_0108400;PF3D7_0108400.2;mitochondrial carrier protein, putative;1;Pf3D7_01_v3:344,400..346,540(-);null;PF3D7_0108400
PF3D7_0202600;PF3D7_0202600.2;nucleic acid binding protein, putative;2;Pf3D7_02_v3:129,342..133,563(-);null;PF3D7_0202600
PF3D7_0205700;PF3D7_0205700.2;RNA-binding protein, putative;2;Pf3D7_02_v3:231,141..232,529(+);null;PF3D7_0205700
PF3D7_0206900;PF3D7_0206900.2;merozoite surface protein 5;2;Pf3D7_02_v3:275,540..276,577(-);MSP5;PF3D7_0206900
PF3D7_0208700;PF3D7_0208700.2;conserved Plasmodium protein, unknown function, unspecified product;2;Pf3D7_02_v3:356,501..358,014(-);null;PF3D7_0208700
PF3D7_0210100;PF3D7_0210100.2;60S ribosomal protein L37ae, putative;2;Pf3D7_02_v3:412,275..412,859(+);null;PF3D7_0210100
PF3D7_0216700;PF3D7_0216700.2;autophagy-related protein 11, putative;2;Pf3D7_02_v3:690,311..695,783(+);ATG11;PF3D7_0216700
PF3D7_0219400;PF3D7_0219400.2;ribosome associated membrane protein RAMP4, putative, unspecified product;2;Pf3D7_02_v3:774,815..776,036(+);null;PF3D7_0219400
PF3D7_0310600;PF3D7_0310600.2;eukaryotic translation initiation factor 3 subunit K, putative, unspecified product;3;Pf3D7_03_v3:461,175..462,027(-);EIF3K;PF3D7_0310600
PF3D7_0313700;PF3D7_0313700.2;conserved Plasmodium protein, unknown function, unspecified product;3;Pf3D7_03_v3:555,035..558,684(-);null;PF3D7_0313700
PF3D7_0314100;PF3D7_0314100.2;vesicle transport v-SNARE protein, putative;3;Pf3D7_03_v3:569,308..571,051(-);null;PF3D7_0314100
PF3D7_0316300;PF3D7_0316300.2;inorganic pyrophosphatase, inorganic pyrophosphatase, putative;3;Pf3D7_03_v3:658,272..661,643(+);PPase;PF3D7_0316300
PF3D7_0401600;PF3D7_0401600.2;rifin;4;Pf3D7_04_v3:92,576..93,809(-);RIF;PF3D7_0401600
PF3D7_0408900;PF3D7_0408900.2;tRNA N6-adenosine threonylcarbamoyltransferase;4;Pf3D7_04_v3:424,300..427,194(+);KAE1;PF3D7_0408900
PF3D7_0414200;PF3D7_0414200.2;calmodulin-like protein;4;Pf3D7_04_v3:647,389..648,388(-);null;PF3D7_0414200
PF3D7_0501100;PF3D7_0501100.2;heat shock protein 40, type II;5;Pf3D7_05_v3:58,037..59,726(-);HSP40;PF3D7_0501100
PF3D7_0526200;PF3D7_0526200.2;ADP-ribosylation factor GTPase-activating protein, putative;5;Pf3D7_05_v3:1,081,558..1,083,816(-);ARF-GAP;PF3D7_0526200
PF3D7_0529400;PF3D7_0529400.2;conserved Plasmodium protein, unknown function;5;Pf3D7_05_v3:1,199,165..1,205,187(+);null;PF3D7_0529400
PF3D7_0613000;PF3D7_0613000.2;conserved Plasmodium protein, unknown function;6;Pf3D7_06_v3:533,907..535,364(-);null;PF3D7_0613000
PF3D7_0613000;PF3D7_0613000.3;conserved Plasmodium protein, unknown function;6;Pf3D7_06_v3:533,907..535,364(-);null;PF3D7_0613000
PF3D7_0618900;PF3D7_0618900.2;phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1;6;Pf3D7_06_v3:784,354..788,027(+);GPI1;PF3D7_0618900
PF3D7_0619000;PF3D7_0619000.2;conserved protein, unknown function;6;Pf3D7_06_v3:788,707..796,025(-);null;PF3D7_0619000
PF3D7_0625000;PF3D7_0625000.2;sphingomyelin synthase 1, putative;6;Pf3D7_06_v3:1,020,024..1,021,875(+);SMS1;PF3D7_0625000
PF3D7_0728400;PF3D7_0728400.2;conserved Plasmodium protein, unknown function, unspecified product;7;Pf3D7_07_v3:1,215,174..1,215,763(+);null;PF3D7_0728400
PF3D7_0730800;PF3D7_0730800.2;Plasmodium exported protein, unknown function, unspecified product;7;Pf3D7_07_v3:1,321,306..1,322,367(+);null;PF3D7_0730800
PF3D7_0810900;PF3D7_0810900.2;conserved Plasmodium protein, unknown function;8;Pf3D7_08_v3:551,199..552,428(-);null;PF3D7_0810900
PF3D7_0832200;PF3D7_0832200.2;Plasmodium exported protein (PHISTa-like), unknown function;8;Pf3D7_08_v3:1,392,168..1,393,491(+);null;PF3D7_0832200
PF3D7_0903600;PF3D7_0903600.2;conserved protein, unknown function, unspecified product;9;Pf3D7_09_v3:168,493..172,887(+);null;PF3D7_0903600
PF3D7_0905700;PF3D7_0905700.2;autophagy-related protein 3, putative;9;Pf3D7_09_v3:284,200..286,640(-);ATG3;PF3D7_0905700
PF3D7_0905700;PF3D7_0905700.3;autophagy-related protein 3, putative;9;Pf3D7_09_v3:284,200..286,640(-);ATG3;PF3D7_0905700
PF3D7_0908300;PF3D7_0908300.2;conserved protein, unknown function;9;Pf3D7_09_v3:383,650..385,716(-);null;PF3D7_0908300
PF3D7_0911500;PF3D7_0911500.2;conserved Plasmodium protein, unknown function;9;Pf3D7_09_v3:526,940..527,978(-);null;PF3D7_0911500
PF3D7_0921000;PF3D7_0921000.2;ubiquitin-conjugating enzyme E2, putative;9;Pf3D7_09_v3:857,587..858,829(-);null;PF3D7_0921000
PF3D7_0923800;PF3D7_0923800.2;thioredoxin reductase;9;Pf3D7_09_v3:961,933..963,786(-);TRXR;PF3D7_0923800
PF3D7_0928000;PF3D7_0928000.2;cytochrome c oxidase subunit 6B, putative;9;Pf3D7_09_v3:1,135,545..1,136,391(+);COX6B;PF3D7_0928000
PF3D7_0930400;PF3D7_0930400.2;zinc finger protein, putative;9;Pf3D7_09_v3:1,207,974..1,211,703(+);null;PF3D7_0930400
PF3D7_1001100;PF3D7_1001100.2;acyl-CoA binding protein, isoform 1, ACBP1;10;Pf3D7_10_v3:67,807..68,961(-);ACBP1;PF3D7_1001100
PF3D7_1002400;PF3D7_1002400.2;transformer-2 protein homolog beta, putative;10;Pf3D7_10_v3:121,115..123,291(+);TRA2B;PF3D7_1002400
PF3D7_1011200;PF3D7_1011200.2;BET1-like protein, putative, unspecified product;10;Pf3D7_10_v3:436,958..437,708(+);BET1;PF3D7_1011200
PF3D7_1015200;PF3D7_1015200.2;cysteine--tRNA ligase;10;Pf3D7_10_v3:614,872..617,736(-);CysRS;PF3D7_1015200
PF3D7_1015200;PF3D7_1015200.3;cysteine--tRNA ligase;10;Pf3D7_10_v3:614,872..617,736(-);CysRS;PF3D7_1015200
PF3D7_1015700;PF3D7_1015700.2;tubulin binding cofactor c, putative;10;Pf3D7_10_v3:629,909..632,061(-);null;PF3D7_1015700
PF3D7_1017300;PF3D7_1017300.2;golgi re-assembly stacking protein 1, golgi re-assembly stacking protein 2;10;Pf3D7_10_v3:694,840..696,709(-);GRASP;PF3D7_1017300
PF3D7_1019500;PF3D7_1019500.2;conserved Plasmodium membrane protein, unknown function;10;Pf3D7_10_v3:787,745..795,220(-);null;PF3D7_1019500
PF3D7_1027700;PF3D7_1027700.2;centrin-3;10;Pf3D7_10_v3:1,150,663..1,151,853(-);CEN3;PF3D7_1027700
PF3D7_1029100;PF3D7_1029100.2;conserved Plasmodium protein, unknown function;10;Pf3D7_10_v3:1,190,426..1,195,016(+);null;PF3D7_1029100
PF3D7_1031400;PF3D7_1031400.2;OTU-like cysteine protease;10;Pf3D7_10_v3:1,265,079..1,268,785(+);OTU;PF3D7_1031400
PF3D7_1036600;PF3D7_1036600.2;conserved protein, unknown function, unspecified product;10;Pf3D7_10_v3:1,444,441..1,445,529(+);null;PF3D7_1036600
PF3D7_1038000;PF3D7_1038000.2;antigen UB05;10;Pf3D7_10_v3:1,505,835..1,506,896(+);null;PF3D7_1038000
PF3D7_1104700;PF3D7_1104700.2;DNA-directed RNA polymerase III subunit RPC8, putative;11;Pf3D7_11_v3:204,593..205,794(-);RPC25;PF3D7_1104700
PF3D7_1114100;PF3D7_1114100.2;rhomboid protease ROM1;11;Pf3D7_11_v3:539,903..541,387(+);ROM1;PF3D7_1114100
PF3D7_1116200;PF3D7_1116200.2;pyridoxine biosynthesis protein PDX2;11;Pf3D7_11_v3:615,744..617,186(-);PDX2;PF3D7_1116200
PF3D7_1117600;PF3D7_1117600.2;peptidyl-tRNA hydrolase ICT1;11;Pf3D7_11_v3:668,368..669,491(+);ICT1;PF3D7_1117600
PF3D7_1128000;PF3D7_1128000.2;conserved Plasmodium protein, unknown function;11;Pf3D7_11_v3:1,087,314..1,093,105(+);null;PF3D7_1128000
PF3D7_1135000;PF3D7_1135000.2;PQ-loop repeat-containing protein, unspecified product;11;Pf3D7_11_v3:1,372,311..1,373,859(+);null;PF3D7_1135000
PF3D7_1135000;PF3D7_1135000.3;PQ-loop repeat-containing protein, unspecified product;11;Pf3D7_11_v3:1,372,311..1,373,859(+);null;PF3D7_1135000
PF3D7_1136500;PF3D7_1136500.2;casein kinase 1;11;Pf3D7_11_v3:1,431,881..1,435,170(-);CK1;PF3D7_1136500
PF3D7_1136700;PF3D7_1136700.2;conserved Plasmodium protein, unknown function;11;Pf3D7_11_v3:1,446,489..1,448,505(+);null;PF3D7_1136700
PF3D7_1139500;PF3D7_1139500.2;AAA family ATPase, putative, unspecified product;11;Pf3D7_11_v3:1,576,132..1,578,978(-);null;PF3D7_1139500
PF3D7_1147800;PF3D7_1147800.2;membrane associated erythrocyte binding-like protein;11;Pf3D7_11_v3:1,899,181..1,905,942(+);MAEBL;PF3D7_1147800
PF3D7_1149100;PF3D7_1149100.2;Plasmodium exported protein, unknown function;11;Pf3D7_11_v3:1,972,400..1,973,874(+);null;PF3D7_1149100
PF3D7_1202100;PF3D7_1202100.2;SRAP domain-containing protein, putative;12;Pf3D7_12_v3:113,787..115,923(+);null;PF3D7_1202100
PF3D7_1209500;PF3D7_1209500.2;cGMP-specific 3',5'-cyclic phosphodiesterase alpha;12;Pf3D7_12_v3:439,711..442,858(+);PDEalpha;PF3D7_1209500
PF3D7_1212600;PF3D7_1212600.2;SND2 domain-containing protein, putative, unspecified product;12;Pf3D7_12_v3:555,820..556,762(-);null;PF3D7_1212600
PF3D7_1217100;PF3D7_1217100.2;meiotic recombination protein SPO11, putative;12;Pf3D7_12_v3:675,456..677,576(-);SPO11;PF3D7_1217100
PF3D7_1229900;PF3D7_1229900.2;conserved Plasmodium protein, unknown function;12;Pf3D7_12_v3:1,228,063..1,233,005(-);null;PF3D7_1229900
PF3D7_1233200;PF3D7_1233200.2;conserved Plasmodium protein, unknown function;12;Pf3D7_12_v3:1,360,631..1,370,637(-);null;PF3D7_1233200
PF3D7_1247000;PF3D7_1247000.2;DNA replication origin binding protein, putative;12;Pf3D7_12_v3:1,946,914..1,948,733(+);DIA2;PF3D7_1247000
PF3D7_1303200;PF3D7_1303200.2;SNARE protein, putative;13;Pf3D7_13_v3:160,488..161,660(-);VAMP8;PF3D7_1303200
PF3D7_1304200;PF3D7_1304200.2;CorA-like Mg2+ transporter protein, putative;13;Pf3D7_13_v3:226,669..228,873(-);MIT2;PF3D7_1304200
PF3D7_1321500;PF3D7_1321500.2;3',5'-cyclic nucleotide phosphodiesterase beta, unspecified product;13;Pf3D7_13_v3:890,106..894,782(-);PDEbeta;PF3D7_1321500
PF3D7_1330000;PF3D7_1330000.2;PITH domain-containing protein, putative;13;Pf3D7_13_v3:1,272,213..1,273,859(+);null;PF3D7_1330000
PF3D7_1330400;PF3D7_1330400.2;ER lumen protein retaining receptor 1, putative, unspecified product;13;Pf3D7_13_v3:1,279,800..1,281,285(-);null;PF3D7_1330400
PF3D7_1351800;PF3D7_1351800.2;conserved Plasmodium protein, unknown function;13;Pf3D7_13_v3:2,065,373..2,066,409(+);null;PF3D7_1351800
PF3D7_1361500;PF3D7_1361500.2;PH domain-containing protein, putative;13;Pf3D7_13_v3:2,465,491..2,467,982(-);null;PF3D7_1361500
PF3D7_1404600;PF3D7_1404600.2;adenylyl cyclase alpha;14;Pf3D7_14_v3:154,855..160,191(-);ACalpha;PF3D7_1404600
PF3D7_1404600;PF3D7_1404600.3;adenylyl cyclase alpha;14;Pf3D7_14_v3:154,855..160,191(-);ACalpha;PF3D7_1404600
PF3D7_1409200;PF3D7_1409200.2;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:360,656..361,539(-);null;PF3D7_1409200
PF3D7_1411000;PF3D7_1411000.2;conserved Plasmodium protein, unknown function;14;Pf3D7_14_v3:440,541..447,773(+);null;PF3D7_1411000
PF3D7_1411100;PF3D7_1411100.2;conserved Plasmodium membrane protein, unknown function, unspecified product;14;Pf3D7_14_v3:447,923..449,968(-);null;PF3D7_1411100
